GEOID,ALAND,AWATER,NAME,State,County,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,Update_Field
42003020100,1427891.0,465722.0,Census Tract 201,Pennsylvania,Allegheny County,91028.0,21064.0,,,110732.0,22509.0,74681.0,64270.0,,,,,,,122386.0,66907.0,,,,,,,82988.0,15038.0,,,2205,283.0,78,51.0,2127,290.0,3.5,2.267928405116901,2467787.484375,7183.029282361426,Yes
42003020300,1590870.0,326538.0,Census Tract 203,Pennsylvania,Allegheny County,114109.0,10916.0,131316.0,5246.0,112586.0,13716.0,250001.0,,59000.0,41278.0,,,,,105000.0,16512.0,,,,,114447.0,36486.0,115833.0,25508.0,163571.0,40126.0,1227,221.0,100,49.0,1127,226.0,8.1,3.713904427565783,2750518.078125,9601.344660225943,Yes
42003030500,927620.0,0.0,Census Tract 305,Pennsylvania,Allegheny County,47500.0,15086.0,,,50500.0,15113.0,53507.0,14918.0,25855.0,23141.0,23267.0,8825.0,,,51105.0,1883.0,,,,,,,52656.0,29029.0,,,1604,196.0,49,39.0,1555,205.0,3.1,2.402595826922077,1603234.640625,5918.686486050173,Yes
42003040200,604860.0,0.0,Census Tract 402,Pennsylvania,Allegheny County,31250.0,13265.0,23194.0,18812.0,19174.0,643.0,41750.0,30594.0,41111.0,13975.0,,,,,41625.0,29953.0,,,,,,,24722.0,18013.0,,,420,70.0,12,13.0,408,70.0,2.9,3.058388709205983,1045338.8359375,6611.81464517779,Yes
42003040400,194956.0,0.0,Census Tract 404,Pennsylvania,Allegheny County,66500.0,19905.0,2499.0,,39500.0,32359.0,144583.0,108213.0,91726.0,20312.0,,,,,39625.0,27823.0,,,,,,,82500.0,19212.0,,,930,118.0,56,41.0,874,125.0,6.0,4.341894511367424,337000.9296875,2643.3811302884715,Yes
42003040500,473356.0,0.0,Census Tract 405,Pennsylvania,Allegheny County,15534.0,6881.0,10000.0,5810.0,38083.0,35587.0,,,75179.0,62725.0,,,,,,,,,,,31600.0,21407.0,11715.0,6869.0,,,937,183.0,45,76.0,892,176.0,4.8,8.05657684312302,818062.87109375,4216.782152519194,Yes
42003040600,252018.0,0.0,Census Tract 406,Pennsylvania,Allegheny County,30205.0,12315.0,24696.0,11559.0,31938.0,26895.0,,,,,,,,,,,,,,,,,30540.0,11243.0,,,782,124.0,48,38.0,734,127.0,6.1,4.760862566436078,435505.421875,3224.479152455526,Yes
42003040900,912392.0,0.0,Census Tract 409,Pennsylvania,Allegheny County,28444.0,7936.0,10819.0,4266.0,50513.0,8938.0,63693.0,31945.0,68977.0,54198.0,,,,,,,,,,,27566.0,7308.0,35466.0,4982.0,,,1462,226.0,113,70.0,1349,233.0,7.7,4.636491172283133,1576508.9921875,7167.455521192954,Yes
42003050100,790373.0,0.0,Census Tract 501,Pennsylvania,Allegheny County,29353.0,15532.0,,,,,47125.0,19998.0,26635.0,18317.0,30192.0,12614.0,,,,,,,,,15607.0,6187.0,,,,,863,153.0,15,19.0,848,158.0,1.7,2.1799505888323356,1366260.31640625,5812.276767643701,Yes
42003050600,804401.0,6849.0,Census Tract 506,Pennsylvania,Allegheny County,40735.0,12747.0,15926.0,1728.0,45330.0,13136.0,73462.0,58664.0,36250.0,22520.0,36435.0,11621.0,,,,,,,,,,,70956.0,50490.0,,,798,154.0,68,40.0,730,166.0,8.5,4.735104533355929,1402570.8203125,4745.98389202813,Yes
42003050900,455034.0,0.0,Census Tract 509,Pennsylvania,Allegheny County,13307.0,9001.0,,,20724.0,18825.0,22273.0,20775.0,12123.0,3747.0,12786.0,8047.0,,,,,,,,,,,,,2499.0,,779,92.0,0,11.0,779,92.0,0.0,1.4120667522464698,786655.12890625,5584.01744049454,Yes
42003051000,646294.0,0.0,Census Tract 510,Pennsylvania,Allegheny County,19109.0,1848.0,,,,,20085.0,4411.0,19297.0,11396.0,18961.0,1371.0,,,,,,,,,,,,,,,815,250.0,10,15.0,805,250.0,1.2,1.8015952961120432,1117085.2109375,5580.706947484389,Yes
42003051100,194599.0,0.0,Census Tract 511,Pennsylvania,Allegheny County,,,,,2499.0,,,,,,,,,,,,,,,,,,,,,,292,55.0,36,39.0,256,74.0,12.3,13.152738023413448,336328.2890625,2433.0339664174644,Yes
42003060300,1116677.0,143800.0,Census Tract 603,Pennsylvania,Allegheny County,86094.0,21083.0,84438.0,52930.0,106083.0,10364.0,64583.0,50678.0,33355.0,12851.0,,,,,,,,,,,168875.0,84407.0,84323.0,18350.0,,,1541,152.0,184,99.0,1357,162.0,11.9,6.315520379756493,1931286.3203125,6193.394407471148,Yes
42003060500,663515.0,0.0,Census Tract 605,Pennsylvania,Allegheny County,51607.0,17092.0,28558.0,9498.0,,,62045.0,19853.0,,,,,,,,,,,,,124167.0,123657.0,52024.0,17569.0,,,579,95.0,57,29.0,522,92.0,9.8,4.741031403306243,1147307.2265625,5865.976731098033,Yes
42003070300,428546.0,0.0,Census Tract 703,Pennsylvania,Allegheny County,83125.0,23696.0,61875.0,40510.0,70694.0,13636.0,154167.0,64538.0,82083.0,59949.0,,,,,,,,,,,41389.0,1424.0,84750.0,26531.0,,,1057,151.0,98,49.0,959,154.0,9.3,4.442519160595609,740861.58984375,3513.1851459495856,Yes
42003070500,412753.0,0.0,Census Tract 705,Pennsylvania,Allegheny County,71631.0,6816.0,,,84676.0,17617.0,,,,,20781.0,17899.0,,,59028.0,26368.0,,,,,,,74615.0,18708.0,70362.0,21382.0,1709,172.0,133,64.0,1576,177.0,7.8,3.6620566010577367,713670.96484375,3460.6278274072497,Yes
42003070600,289738.0,0.0,Census Tract 706,Pennsylvania,Allegheny County,84444.0,24356.0,61136.0,21789.0,90603.0,29293.0,199722.0,93546.0,72344.0,46782.0,,,,,139167.0,68451.0,,,,,,,90560.0,24408.0,70688.0,11678.0,1302,236.0,174,62.0,1128,244.0,13.4,4.099743025777499,500926.015625,3560.2817213581493,Yes
42003070800,446681.0,0.0,Census Tract 708,Pennsylvania,Allegheny County,116571.0,16560.0,27232.0,12636.0,117723.0,14771.0,133750.0,49294.0,,,,,,,118214.0,66689.0,,,250001.0,,180682.0,18314.0,112727.0,27378.0,141250.0,70927.0,1640,205.0,65,43.0,1575,207.0,4.0,2.5747194904188406,772340.36328125,4036.3352725471027,Yes
42003070900,805690.0,0.0,Census Tract 709,Pennsylvania,Allegheny County,37259.0,13954.0,10917.0,9372.0,43405.0,14835.0,74635.0,48858.0,,,,,,,34145.0,13816.0,,,,,37768.0,26622.0,67792.0,35506.0,2499.0,,2312,324.0,113,95.0,2199,323.0,4.9,4.051508359946787,1392906.79296875,6105.452950592404,Yes
42003080200,344564.0,0.0,Census Tract 802,Pennsylvania,Allegheny County,65500.0,9654.0,,,98241.0,24943.0,53203.0,12969.0,45767.0,8780.0,,,,,86563.0,60736.0,,,,,,,66643.0,8255.0,105694.0,68148.0,992,79.0,84,46.0,908,96.0,8.5,4.587801592010711,595832.8359375,3129.562932620211,Yes
42003080400,430386.0,0.0,Census Tract 804,Pennsylvania,Allegheny County,62200.0,13335.0,24226.0,10492.0,66506.0,10727.0,61316.0,49155.0,50625.0,43647.0,,,,,44750.0,35357.0,,,,,66533.0,24369.0,61400.0,12817.0,65920.0,887.0,968,109.0,102,35.0,866,111.0,10.5,3.4154749194821505,744162.5546875,4690.002377107804,Yes
42003080600,404923.0,0.0,Census Tract 806,Pennsylvania,Allegheny County,64167.0,10555.0,,,65020.0,12363.0,101161.0,42077.0,31563.0,30686.0,,,,,33170.0,5420.0,,,,,,,66149.0,6464.0,,,1042,136.0,109,63.0,933,135.0,10.5,5.889893454458679,700210.5234375,3549.571402416106,Yes
42003080700,275058.0,0.0,Census Tract 807,Pennsylvania,Allegheny County,57754.0,17787.0,33125.0,10640.0,64598.0,14738.0,105977.0,36987.0,,,26760.0,11775.0,,,68986.0,7687.0,,,,,33355.0,18774.0,60655.0,11262.0,47500.0,29535.0,1292,158.0,157,65.0,1135,159.0,12.2,4.8064777974422555,475656.5625,3091.4869970140867,Yes
42003080900,380225.0,0.0,Census Tract 809,Pennsylvania,Allegheny County,62857.0,14114.0,,,67303.0,15704.0,44394.0,41838.0,,,,,,,,,,,,,28708.0,7651.0,71585.0,14311.0,29500.0,12297.0,1116,158.0,67,61.0,1049,153.0,6.0,5.399459117822316,657561.24609375,4791.432466004757,Yes
42003090100,672423.0,146361.0,Census Tract 901,Pennsylvania,Allegheny County,99500.0,25282.0,91042.0,39762.0,124844.0,41345.0,104833.0,85427.0,30833.0,14703.0,210635.0,26589.0,,,,,,,,,,,84917.0,38765.0,,,1284,154.0,181,114.0,1103,141.0,14.1,8.716039424677803,1163302.22265625,4664.722643890435,Yes
42003090200,446356.0,0.0,Census Tract 902,Pennsylvania,Allegheny County,83167.0,11856.0,85357.0,20556.0,102083.0,32368.0,80189.0,27763.0,24950.0,11791.0,,,,,,,,,,,195188.0,34679.0,85000.0,11061.0,,,1382,172.0,196,97.0,1186,179.0,14.2,6.793244805901206,772055.53125,3967.500847605771,Yes
42003090300,258047.0,0.0,Census Tract 903,Pennsylvania,Allegheny County,74342.0,12993.0,,,81061.0,8280.0,,,37578.0,22600.0,54554.0,30213.0,,,,,,,,,,,80035.0,15957.0,,,820,119.0,73,41.0,747,123.0,8.9,4.830206288421194,446293.96484375,3072.611386475513,Yes
42003100500,714843.0,0.0,Census Tract 1005,Pennsylvania,Allegheny County,71806.0,6970.0,,,80958.0,13730.0,82083.0,37292.0,63958.0,22054.0,65625.0,16680.0,,,,,,,,,81563.0,11294.0,71328.0,20709.0,91528.0,18370.0,896,86.0,48,23.0,848,88.0,5.4,2.5149382170471473,1236768.0390625,4889.354788479661,Yes
42003101100,1049825.0,305755.0,Census Tract 1011,Pennsylvania,Allegheny County,84609.0,16081.0,,,97111.0,14025.0,58864.0,24396.0,47500.0,25956.0,,,,,179167.0,23482.0,,,,,,,83047.0,15896.0,,,1143,121.0,110,51.0,1033,130.0,9.6,4.3440754182389005,1816638.1328125,7781.872646492579,Yes
42003101400,964745.0,301741.0,Census Tract 1014,Pennsylvania,Allegheny County,85641.0,11874.0,54583.0,26333.0,93810.0,13277.0,90394.0,15791.0,41806.0,20027.0,,,,,,,,,,,,,85772.0,11757.0,2499.0,,1466,208.0,195,73.0,1271,225.0,13.3,4.608042790358339,1669446.1640625,10837.785606480222,Yes
42003101800,1197215.0,0.0,Census Tract 1018,Pennsylvania,Allegheny County,89000.0,17007.0,,,108321.0,14905.0,72253.0,27475.0,64107.0,23896.0,70608.0,13672.0,,,,,,,,,120250.0,50454.0,95769.0,15695.0,,,1272,164.0,246,140.0,1026,162.0,19.3,10.720121032014287,2071766.0703125,9560.148509433302,Yes
42003110200,806109.0,0.0,Census Tract 1102,Pennsylvania,Allegheny County,98750.0,31367.0,,,118458.0,50837.0,,,,,42278.0,2435.0,,,,,,,,,48125.0,43443.0,108203.0,31200.0,,,2120,353.0,111,61.0,2009,361.0,5.2,2.7421022592179587,1394604.046875,5047.638310037963,Yes
42003110600,637590.0,0.0,Census Tract 1106,Pennsylvania,Allegheny County,130444.0,26311.0,,,151618.0,20922.0,146000.0,34648.0,93438.0,15919.0,60278.0,47900.0,,,242667.0,151030.0,,,,,171875.0,111753.0,130769.0,21978.0,,,1051,110.0,167,68.0,884,116.0,15.9,6.252643777991075,1102957.8984375,5048.425442819548,Yes
42003111300,540629.0,0.0,Census Tract 1113,Pennsylvania,Allegheny County,66676.0,12915.0,,,91111.0,52320.0,61075.0,13877.0,54323.0,8998.0,39569.0,24544.0,,,,,,,,,61025.0,15804.0,89375.0,35052.0,37277.0,14669.0,1187,169.0,235,132.0,952,149.0,19.8,10.757307586210812,935131.89453125,4922.249811521854,Yes
42003111400,327621.0,0.0,Census Tract 1114,Pennsylvania,Allegheny County,61020.0,7684.0,,,92721.0,34785.0,63854.0,49502.0,24316.0,1840.0,34306.0,14920.0,,,,,,,,,,,78125.0,37108.0,,,651,106.0,74,34.0,577,113.0,11.4,4.88377294777464,566656.828125,3138.4386814769855,Yes
42003111500,965268.0,0.0,Census Tract 1115,Pennsylvania,Allegheny County,53382.0,15935.0,,,64726.0,30203.0,40513.0,9299.0,,,41884.0,19608.0,,,,,,,,,60462.0,23268.0,64444.0,31664.0,,,2037,280.0,0,11.0,2037,280.0,0.0,0.5400098183603338,1669286.89453125,6140.516612146973,Yes
42003120300,1079674.0,0.0,Census Tract 1203,Pennsylvania,Allegheny County,27358.0,8056.0,,,,,,,38261.0,11686.0,30119.0,12261.0,,,,,,,25500.0,24814.0,,,,,,,675,123.0,0,11.0,675,123.0,0.0,1.6296296296296295,1867534.44140625,5700.96623928575,Yes
42003130200,348488.0,0.0,Census Tract 1302,Pennsylvania,Allegheny County,45972.0,10103.0,,,,,62031.0,24165.0,39464.0,17442.0,45694.0,9598.0,,,,,,,,,,,,,,,375,53.0,7,10.0,368,56.0,1.9,2.6535841697924036,602594.578125,3646.2888864096817,Yes
42003130600,1400161.0,0.0,Census Tract 1306,Pennsylvania,Allegheny County,15912.0,12206.0,,,11618.0,6999.0,20833.0,20683.0,,,16216.0,12597.0,,,,,,,,,,,,,,,1193,189.0,50,66.0,1143,178.0,4.2,5.492282559961374,2420771.828125,8906.081203613034,Yes
42003140100,1467607.0,0.0,Census Tract 1401,Pennsylvania,Allegheny County,169954.0,75105.0,21319.0,1776.0,250001.0,,250001.0,,104688.0,67807.0,,,,,,,,,,,,,216406.0,75147.0,,,1073,128.0,84,56.0,989,132.0,7.8,5.134779516204832,2536561.2109375,6806.0143113746635,Yes
42003140200,759494.0,0.0,Census Tract 1402,Pennsylvania,Allegheny County,65494.0,15352.0,10625.0,9997.0,64583.0,19816.0,193500.0,79459.0,118478.0,65453.0,,,,,43750.0,14451.0,,,,,,,92639.0,46723.0,,,835,100.0,61,35.0,774,102.0,7.3,4.099293415817971,1312877.2421875,5371.122951499316,Yes
42003140300,941940.0,0.0,Census Tract 1403,Pennsylvania,Allegheny County,137604.0,38945.0,,,163371.0,27732.0,223155.0,39925.0,73750.0,36299.0,117250.0,113270.0,,,,,,,,,,,151111.0,27165.0,,,1330,138.0,161,80.0,1169,131.0,12.1,5.882436041148108,1627955.21484375,5756.557402708305,Yes
42003140400,834995.0,0.0,Census Tract 1404,Pennsylvania,Allegheny County,190833.0,40472.0,,,248000.0,57276.0,206750.0,57171.0,157250.0,94838.0,,,,,,,,,,,219250.0,92969.0,191806.0,47809.0,,,848,101.0,150,67.0,698,83.0,17.7,7.614876820172179,1443455.74609375,4838.09789922064,Yes
42003140500,782035.0,0.0,Census Tract 1405,Pennsylvania,Allegheny County,92556.0,11700.0,81364.0,31588.0,93528.0,3964.0,156250.0,94920.0,78512.0,15516.0,49485.0,37732.0,,,250001.0,,,,,,,,93973.0,2370.0,,,1170,271.0,206,88.0,964,281.0,17.6,6.319773732690231,1352005.04296875,5680.0164289713575,Yes
42003140800,1089074.0,0.0,Census Tract 1408,Pennsylvania,Allegheny County,88068.0,15459.0,,,76250.0,41757.0,194167.0,109394.0,90972.0,19625.0,,,,,70783.0,5887.0,,,,,,,95208.0,35308.0,250001.0,,1873,195.0,274,115.0,1599,211.0,14.6,5.9479849389470445,1881788.4609375,7309.486874371729,Yes
42003141100,1220859.0,179732.0,Census Tract 1411,Pennsylvania,Allegheny County,108571.0,13734.0,,,162292.0,47196.0,116932.0,32819.0,60144.0,20022.0,,,,,,,,,,,,,110208.0,13701.0,,,592,66.0,86,44.0,506,72.0,14.5,7.253830294388354,2108753.92578125,8165.707766981196,Yes
42003141300,890591.0,0.0,Census Tract 1413,Pennsylvania,Allegheny County,60396.0,17358.0,29583.0,13002.0,53185.0,18178.0,101065.0,28984.0,71860.0,21414.0,,,,,,,,,,,74234.0,29205.0,59688.0,18138.0,72984.0,37834.0,2269,239.0,166,106.0,2103,263.0,7.3,4.607664830034362,1538845.73046875,5280.433805977603,Yes
42003141400,2053937.0,89732.0,Census Tract 1414,Pennsylvania,Allegheny County,111637.0,23056.0,46491.0,18209.0,170769.0,59747.0,159714.0,58488.0,47969.0,25215.0,24103.0,23651.0,,,110565.0,81666.0,,,,,196164.0,20031.0,111818.0,28707.0,195823.0,99712.0,2607,247.0,173,89.0,2434,247.0,6.6,3.3554910092894197,3547744.61328125,9643.663605244916,Yes
42003151600,819407.0,0.0,Census Tract 1516,Pennsylvania,Allegheny County,59861.0,23196.0,,,113077.0,22447.0,,,,,,,,,31172.0,8013.0,,,,,154167.0,36701.0,61750.0,23145.0,144250.0,18055.0,1255,201.0,123,61.0,1132,202.0,9.8,4.600119249185613,1415496.78515625,5700.09459354626,Yes
42003151700,1186540.0,0.0,Census Tract 1517,Pennsylvania,Allegheny County,71012.0,15484.0,51023.0,48274.0,82953.0,8805.0,77401.0,58955.0,57546.0,17652.0,130152.0,86602.0,,,,,,,,,20680.0,14948.0,71548.0,16827.0,,,2391,424.0,265,132.0,2126,415.0,11.1,5.159004893161812,2049636.48046875,6537.576896127744,Yes
42003160800,1029814.0,0.0,Census Tract 1608,Pennsylvania,Allegheny County,56507.0,24005.0,46620.0,26253.0,71250.0,44185.0,43833.0,28660.0,88681.0,44483.0,14776.0,13793.0,,,,,,,,,,,69708.0,23467.0,,,1281,208.0,117,69.0,1164,231.0,9.1,5.178233143806238,1778741.50390625,5697.122295702619,Yes
42003160900,1249545.0,443598.0,Census Tract 1609,Pennsylvania,Allegheny County,88792.0,21015.0,,,109375.0,11258.0,,,37500.0,30149.0,,,,,108620.0,10885.0,,,,,,,92873.0,16451.0,2499.0,,1945,247.0,160,119.0,1785,237.0,8.2,6.02840594806927,2158547.04296875,9451.413796066197,Yes
42003170200,1116614.0,279346.0,Census Tract 1702,Pennsylvania,Allegheny County,67407.0,12597.0,41536.0,10834.0,71131.0,63429.0,,,70234.0,53476.0,,,,,,,,,,,,,70775.0,12133.0,,,2300,258.0,159,113.0,2141,286.0,6.9,4.85145886727804,1929150.02734375,6987.268504256946,Yes
42003170600,835268.0,0.0,Census Tract 1706,Pennsylvania,Allegheny County,58433.0,13528.0,29464.0,18394.0,95215.0,37318.0,58795.0,4981.0,46940.0,12358.0,95820.0,72776.0,,,,,,,,,,,57758.0,9338.0,,,875,138.0,72,41.0,803,141.0,8.2,4.502413672084,1442791.9609375,7795.813761494452,Yes
42003180300,768452.0,0.0,Census Tract 1803,Pennsylvania,Allegheny County,47300.0,26281.0,,,75880.0,15522.0,41406.0,23004.0,24205.0,17988.0,42790.0,13993.0,,,,,,,,,,,67813.0,35417.0,,,988,202.0,66,64.0,922,196.0,6.7,6.332113502284397,1327389.22265625,6242.242056728581,Yes
42003180700,394233.0,0.0,Census Tract 1807,Pennsylvania,Allegheny County,58396.0,11895.0,68274.0,28155.0,93547.0,20136.0,46993.0,10230.0,24141.0,15848.0,40515.0,38816.0,,,,,,,,,,,61932.0,15205.0,,,1014,101.0,32,25.0,982,101.0,3.2,2.4453629299645043,681021.9921875,3520.875901533457,Yes
42003190300,788802.0,0.0,Census Tract 1903,Pennsylvania,Allegheny County,81618.0,32499.0,,,123839.0,58320.0,102554.0,37956.0,54890.0,15544.0,,,,,,,,,,,103295.0,75790.0,71719.0,27137.0,102642.0,54467.0,1216,174.0,125,69.0,1091,192.0,10.3,5.480376100995249,1362938.21484375,7492.652086983154,Yes
42003191100,1604781.0,0.0,Census Tract 1911,Pennsylvania,Allegheny County,84438.0,25260.0,,,122950.0,35670.0,81726.0,35382.0,52885.0,23743.0,,,,,250001.0,,,,,,,,83938.0,24061.0,,,1277,166.0,147,76.0,1130,173.0,11.5,5.7602578714139465,2773044.08203125,7546.4913755442685,Yes
42003191400,948673.0,0.0,Census Tract 1914,Pennsylvania,Allegheny County,72175.0,17876.0,53801.0,894.0,80256.0,9313.0,99474.0,28115.0,39052.0,9774.0,,,,,,,,,,,,,71719.0,29655.0,,,1527,234.0,115,73.0,1412,234.0,7.5,4.639222620429213,1638909.671875,7608.46430354561,Yes
42003191500,802611.0,0.0,Census Tract 1915,Pennsylvania,Allegheny County,76477.0,5986.0,78151.0,23668.0,86563.0,41249.0,81667.0,56968.0,,,,,,,,,,,,,,,76932.0,5398.0,,,970,152.0,41,40.0,929,152.0,4.2,4.070171359569704,1386292.67578125,7329.597592131726,Yes
42003191600,2419037.0,0.0,Census Tract 1916,Pennsylvania,Allegheny County,72901.0,10946.0,87656.0,72053.0,81058.0,18390.0,85435.0,23601.0,44323.0,14544.0,,,,,,,,,,,165455.0,118039.0,69939.0,10850.0,68897.0,34134.0,1753,219.0,153,74.0,1600,237.0,8.7,4.0780844959055,4177840.14453125,10275.404924290722,Yes
42003191700,1865135.0,0.0,Census Tract 1917,Pennsylvania,Allegheny County,95000.0,24485.0,,,82964.0,22956.0,137361.0,65398.0,59074.0,17504.0,,,,,,,,,,,79886.0,24580.0,96250.0,27467.0,146641.0,55508.0,1434,157.0,125,82.0,1309,177.0,8.7,5.63806872557495,3219929.609375,8906.106501911092,Yes
42003191800,1457192.0,0.0,Census Tract 1918,Pennsylvania,Allegheny County,75869.0,9734.0,,,102188.0,31217.0,77114.0,12567.0,35685.0,14195.0,133789.0,107108.0,,,,,,,,,,,76480.0,6999.0,,,2515,273.0,59,61.0,2456,279.0,2.3,2.412042610321732,2514558.640625,9525.688782575298,Yes
42003191900,608784.0,0.0,Census Tract 1919,Pennsylvania,Allegheny County,75341.0,14885.0,,,104139.0,30845.0,112656.0,83423.0,42079.0,7098.0,,,,,,,,,,,,,75625.0,15052.0,,,1008,187.0,103,56.0,905,202.0,10.2,5.222137017760999,1050766.44921875,5692.744765117434,Yes
42003192000,1360695.0,0.0,Census Tract 1920,Pennsylvania,Allegheny County,69889.0,11881.0,,,93768.0,5755.0,53462.0,13676.0,67622.0,26182.0,,,,,,,,,,,,,75733.0,11321.0,,,1445,167.0,184,93.0,1261,171.0,12.7,6.2654786975445855,2349125.078125,7450.493262950601,Yes
42003202200,886977.0,0.0,Census Tract 2022,Pennsylvania,Allegheny County,54440.0,6948.0,,,53463.0,6482.0,78348.0,18634.0,47826.0,15738.0,47025.0,19775.0,,,70769.0,13155.0,,,,,,,54434.0,19080.0,,,1220,216.0,132,93.0,1088,227.0,10.8,7.3783332729742765,1533529.0234375,6652.378017161986,Yes
42003202300,2532238.0,0.0,Census Tract 2023,Pennsylvania,Allegheny County,81887.0,16949.0,,,103857.0,16178.0,71711.0,44746.0,65845.0,12585.0,109154.0,23302.0,,,56815.0,21228.0,,,,,,,81299.0,14396.0,,,1821,245.0,180,166.0,1641,198.0,9.9,9.018340285356391,4372445.8203125,10130.523208577517,Yes
42003250900,643639.0,0.0,Census Tract 2509,Pennsylvania,Allegheny County,50673.0,27645.0,,,,,64663.0,13559.0,,,41096.0,14258.0,,,,,,,,,113250.0,101693.0,88750.0,44546.0,,,591,114.0,48,26.0,543,116.0,8.1,4.110919836857313,1113103.015625,5060.316444553072,Yes
42003260200,1356264.0,0.0,Census Tract 2602,Pennsylvania,Allegheny County,72200.0,17326.0,,,83018.0,12936.0,85893.0,25929.0,29028.0,23599.0,48494.0,16360.0,,,,,,,,,,,84397.0,11885.0,,,958,89.0,94,48.0,864,99.0,9.8,4.926818994581059,2347503.265625,12408.879631416386,Yes
42003260700,671347.0,0.0,Census Tract 2607,Pennsylvania,Allegheny County,82355.0,7557.0,,,87969.0,27951.0,87517.0,8182.0,33333.0,15218.0,80058.0,31425.0,,,,,,,,,111310.0,37933.0,87513.0,10559.0,54531.0,23900.0,631,139.0,53,35.0,578,141.0,8.4,5.229053397185254,1161666.87109375,6835.4706762679225,Yes
42003261400,1211702.0,0.0,Census Tract 2614,Pennsylvania,Allegheny County,33750.0,10117.0,,,,,45517.0,33838.0,23438.0,12010.0,19913.0,15831.0,,,,,,,,,,,40250.0,25343.0,,,1038,159.0,111,79.0,927,179.0,10.7,7.432424776012299,2095673.61328125,7188.211503230718,Yes
42003261500,1135495.0,0.0,Census Tract 2615,Pennsylvania,Allegheny County,46786.0,13480.0,,,55758.0,10111.0,56250.0,16579.0,23036.0,9984.0,38512.0,21330.0,,,,,,,,,48828.0,11800.0,60556.0,23388.0,,,704,117.0,18,19.0,686,117.0,2.6,2.665202250402553,1964185.34765625,8363.902622948148,Yes
42003262000,1647931.0,0.0,Census Tract 2620,Pennsylvania,Allegheny County,41607.0,16253.0,,,58385.0,38286.0,36833.0,9171.0,55673.0,17445.0,,,,,,,,,,,,,51957.0,11201.0,,,1167,141.0,64,52.0,1103,153.0,5.5,4.406327775633049,2850284.89453125,7683.992411570698,Yes
42003270100,1039814.0,131921.0,Census Tract 2701,Pennsylvania,Allegheny County,75993.0,16209.0,,,109231.0,34490.0,74286.0,32574.0,46492.0,29418.0,,,,,,,,,,,145795.0,93364.0,76029.0,18574.0,,,1211,177.0,102,48.0,1109,181.0,8.4,3.76763866911608,1799345.37890625,5697.511274774329,Yes
42003270300,593102.0,0.0,Census Tract 2703,Pennsylvania,Allegheny County,60455.0,13410.0,,,96125.0,49301.0,70637.0,16266.0,26190.0,12422.0,70226.0,20709.0,,,,,,,,,,,49125.0,16160.0,,,932,181.0,50,28.0,882,180.0,5.4,2.817846747403441,1026161.0078125,5190.472267998432,Yes
42003270800,1270793.0,0.0,Census Tract 2708,Pennsylvania,Allegheny County,93955.0,14206.0,,,99400.0,41948.0,108000.0,21724.0,44219.0,26813.0,,,,,,,,,,,,,94274.0,20432.0,,,1279,264.0,88,68.0,1191,273.0,6.9,5.123463182148245,2199181.9609375,7159.36721033966,Yes
42003281400,1328964.0,0.0,Census Tract 2814,Pennsylvania,Allegheny County,34234.0,16464.0,,,29978.0,14798.0,57206.0,43589.0,23646.0,14107.0,23949.0,4722.0,,,,,,,,,77750.0,56693.0,56806.0,17851.0,,,1125,173.0,77,81.0,1048,166.0,6.8,7.122653604725319,2297231.17578125,6346.955650821416,Yes
42003281500,617106.0,0.0,Census Tract 2815,Pennsylvania,Allegheny County,47778.0,15782.0,,,46964.0,27169.0,66161.0,24775.0,38906.0,9842.0,81250.0,62974.0,,,,,,,,,19571.0,15708.0,47639.0,11630.0,,,576,64.0,34,22.0,542,67.0,5.9,3.7627115247643856,1066508.65234375,4669.7335129890025,Yes
42003290100,1266000.0,0.0,Census Tract 2901,Pennsylvania,Allegheny County,43315.0,19031.0,,,56625.0,42106.0,60500.0,46717.0,27083.0,16895.0,18622.0,3932.0,,,,,,,,,,,44674.0,20295.0,,,805,122.0,32,31.0,773,128.0,4.0,3.803515969037355,2185294.125,7490.221791589505,Yes
42003290200,1454029.0,0.0,Census Tract 2902,Pennsylvania,Allegheny County,46128.0,10061.0,,,,,54870.0,13065.0,36458.0,24860.0,,,,,,,,,36532.0,35848.0,,,55040.0,6332.0,,,1849,245.0,102,77.0,1747,253.0,5.5,4.099760681657365,2509881.93359375,8348.25094302014,Yes
42003290400,1604536.0,0.0,Census Tract 2904,Pennsylvania,Allegheny County,65489.0,17939.0,,,98611.0,23304.0,65962.0,16832.0,44022.0,13212.0,73710.0,33769.0,,,,,,,,,,,57839.0,11927.0,,,1811,199.0,116,99.0,1695,190.0,6.4,5.4210929012653235,2768724.69921875,11855.915563830153,Yes
